name	intensity-avg	volume
Left-Lateral-Ventricle	28.7941	5408.6
Left-Inf-Lat-Vent	45.1329	188.7
Left-Cerebellum-White-Matter	84.5199	14580.0
Left-Cerebellum-Cortex	56.5998	57474.6
Left-Thalamus-Proper	88.59200000000001	7272.9
Left-Caudate	72.51100000000001	3212.9
Left-Putamen	80.6071	4909.0
Left-Pallidum	97.1832	1578.9
3rd-Ventricle	37.5438	775.2
4th-Ventricle	23.8454	1816.1
Brain-Stem	83.1571	20882.1
Left-Hippocampus	62.5483	3734.2
Left-Amygdala	57.201	1415.6
CSF	43.6415	898.7
Left-Accumbens-area	68.992	636.3
Left-VentralDC	89.3989	3715.8
Left-vessel	60.7857	27.1
Left-choroid-plexus	52.6068	368.3
Right-Lateral-Ventricle	33.0733	4116.5
Right-Inf-Lat-Vent	40.3516	162.4
Right-Cerebellum-White-Matter	84.0679	14550.0
Right-Cerebellum-Cortex	54.8797	55164.8
Right-Thalamus-Proper	85.9926	6534.4
Right-Caudate	73.7946	3304.4
Right-Putamen	81.4951	4942.2
Right-Pallidum	97.5029	1616.4
Right-Hippocampus	60.3115	3915.9
Right-Amygdala	57.5113	1433.0
Right-Accumbens-area	70.2508	579.1
Right-VentralDC	89.3382	3792.2
Right-vessel	61.4286	22.7
Right-choroid-plexus	54.9874	417.2
5th-Ventricle	0.0	0.0
WM-hypointensities	69.6149	1608.2
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	66.6135	209.7
CC_Posterior	107.5356	937.3
CC_Mid_Posterior	94.7125	561.7
CC_Central	94.3625	519.2
CC_Mid_Anterior	94.8211	513.0
CC_Anterior	109.9021	793.5
